pitch,roll,yawRate,distanceCM,pressureDeltaPa,isDriving,gForce,smoothedTotalEnergy,label_isHandling,label_isFreeFalling,label_hazardDetected,label_isImpactDetected
16.5,-179.753,0.19,57.4,0.2,1,1.137,20.72,0,0,0,0
16.5,-179.753,0.19,57.4,0.2,1,1.137,20.72,0,0,0,0
16.5,-179.753,0.19,57.4,0.2,1,1.137,20.72,0,0,0,0
16.5,-179.753,0.19,57.4,0.2,1,1.137,20.72,0,0,0,0
16.5,-179.753,0.19,57.4,0.2,1,1.137,20.72,0,0,0,0
16.791,179.139,0.159,57.7,-0.17,1,0.536,21.033,0,0,0,0
16.791,179.139,0.159,57.7,-0.17,1,0.536,22.555,0,0,0,0
16.791,179.139,0.159,57.7,-0.17,1,0.536,22.555,0,0,0,0
16.791,179.139,0.159,57.7,-0.17,1,0.536,22.555,0,0,0,0
16.791,179.139,0.159,57.7,-0.17,1,0.536,22.555,0,0,0,0
16.163,178.135,0.329,59.56,0.38,1,0.764,22.555,0,0,0,0
16.163,178.135,0.329,59.56,0.38,1,0.764,22.555,0,0,0,0
16.163,178.135,0.329,59.56,0.38,1,0.764,22.555,0,0,0,0
15.881,177.595,0.288,59.56,0.38,1,0.969,22.555,0,0,0,0
16.114,177.272,-0.027,57.67,0,1,1.081,26.306,0,0,0,0
16.114,177.272,-0.027,57.67,0,1,1.081,26.306,0,0,0,0
16.114,177.272,-0.027,57.67,0,1,1.081,26.306,0,0,0,0
16.114,177.272,-0.027,57.67,0,1,1.081,26.306,0,0,0,0
16.114,177.272,-0.027,57.67,0,1,1.081,26.306,0,0,0,0
16.415,177.466,0.252,59.26,0,1,0.886,26.306,0,0,0,0
16.415,177.466,0.252,59.26,0,1,0.886,26.306,0,0,0,0
16.415,177.466,0.252,59.26,0,1,0.886,26.306,0,0,0,0
16.415,177.466,0.252,59.26,0,1,0.886,26.306,0,0,0,0
16.415,177.466,0.252,59.26,0,1,0.886,26.306,0,0,0,0
16.415,177.466,0.252,59.26,0,1,0.886,22.594,0,0,0,0
15.708,177.646,1.156,63.56,0,1,1.064,22.594,0,0,0,0
15.708,177.646,1.156,63.56,0,1,1.064,22.594,0,0,0,0
15.406,177.566,0.431,63.56,0,1,0.878,22.594,0,0,0,0
15.406,177.566,0.431,63.56,0,1,0.878,22.594,0,0,0,0
15.406,177.566,0.431,63.56,0,1,0.878,22.594,0,0,0,0
15.495,177.506,0.421,64.46,-0.17,1,1.043,25.578,0,0,0,0
15.495,177.506,0.421,64.46,-0.17,1,1.043,21.531,0,0,0,0
15.495,177.506,0.421,64.46,-0.17,1,1.043,21.531,0,0,0,0
16.077,177.42,0.088,68.18,0,1,0.87,20.829,0,0,0,0
16.077,177.42,0.088,68.18,0,1,0.87,20.829,0,0,0,0
16.077,177.42,0.088,68.18,0,1,0.87,20.829,0,0,0,0
16.511,177.203,0.153,71.42,0.17,1,1.013,20.829,0,0,0,0
16.511,177.203,0.153,71.42,0.17,1,1.013,20.829,0,0,0,0
16.511,177.203,0.153,71.42,0.17,1,1.013,20.829,0,0,0,0
15.781,177.228,0.607,68.18,-0.03,1,1.377,20.574,0,0,0,0
15.781,177.228,0.607,68.18,-0.03,1,1.377,20.574,0,0,0,0
15.781,177.228,0.607,68.18,-0.03,1,1.377,20.574,0,0,0,0
15.185,177.136,0.557,67.89,0.17,1,1.116,27.863,0,0,0,0
15.185,177.136,0.557,67.89,0.17,1,1.116,27.863,0,0,0,0
14.898,176.909,0.304,64.46,0.17,1,1.347,27.863,0,0,0,0
14.898,176.909,0.304,64.46,0.17,1,1.347,27.863,0,0,0,0
14.898,176.909,0.304,64.46,0.17,1,1.347,27.863,0,0,0,0
15.149,176.765,0.099,64.46,0.17,1,1.097,27.575,0,0,0,0
15.149,176.765,0.099,64.46,0.17,1,1.097,27.575,0,0,0,0
15.149,176.765,0.099,64.46,0.17,1,1.097,27.575,0,0,0,0
15.149,176.765,0.099,64.46,0.17,1,1.097,27.575,0,0,0,0
15.149,176.765,0.099,64.46,0.17,1,1.097,27.575,0,0,0,0
15.149,176.765,0.099,64.46,0.17,1,1.097,27.575,0,0,0,0
15.571,176.883,0.365,62.49,0.17,1,1.061,27.575,0,0,0,0
15.571,176.883,0.365,62.49,0.17,1,1.061,27.575,0,0,0,0
15.571,176.883,0.365,62.49,0.17,1,1.061,27.575,0,0,0,0
15.511,177.497,0.465,62.32,0,1,0.908,27.575,0,0,0,0
15.511,177.497,0.465,62.32,0,1,0.908,27.575,0,0,0,0
15.031,178.146,0.386,63.67,-0.38,1,1.179,27.575,0,0,0,0
15.031,178.146,0.386,63.67,-0.38,1,1.179,27.575,0,0,0,0
15.031,178.146,0.386,63.67,-0.38,1,1.179,27.575,0,0,0,0
14.266,178.993,0.384,63.67,-0.38,1,1.177,28.357,0,0,0,0
14.266,178.993,0.384,63.67,-0.38,1,1.177,28.357,0,0,0,0
14.266,178.993,0.384,63.67,-0.38,1,1.177,28.357,0,0,0,0
13.692,179.467,0.274,63.67,0.18,1,1.027,28.357,0,0,0,0
13.692,179.467,0.274,63.67,0.18,1,1.027,28.357,0,0,0,0
13.692,179.467,0.274,63.67,0.18,1,1.027,28.357,0,0,0,0
13.717,179.314,-0.062,62.39,0,1,0.972,28.357,0,0,0,0
13.717,179.314,-0.062,62.39,0,1,0.972,21.376,0,0,0,0
13.717,179.314,-0.062,62.39,0,1,0.972,21.376,0,0,0,0
13.717,179.314,-0.062,62.39,0,1,0.972,21.376,0,0,0,0
13.717,179.314,-0.062,62.39,0,1,0.972,21.376,0,0,0,0
13.838,179.035,0.039,62.39,0.16,1,1,18.321,0,0,0,0
13.815,179.156,0.075,59.14,0.38,1,0.833,14.767,0,0,0,0
13.815,179.156,0.075,59.14,0.38,1,0.833,14.767,0,0,0,0
13.484,179.431,-0.02,59.14,0.38,1,1,14.767,0,0,0,0
13.484,179.431,-0.02,59.14,0.38,1,1,14.767,0,0,0,0
13.484,179.431,-0.02,59.14,0.38,1,1,14.767,0,0,0,0
13.488,179.643,-0.098,59.14,0,1,0.86,14.767,0,0,0,0
13.488,179.643,-0.098,59.14,0,1,0.86,14.767,0,0,0,0
13.488,179.643,-0.098,59.14,0,1,0.86,14.767,0,0,0,0
13.383,179.819,0.087,57.4,0,1,1.089,13.613,0,0,0,0
13.383,179.819,0.087,57.4,0,1,1.089,13.613,0,0,0,0
13.555,179.823,-0.013,57.4,0,1,1.161,13.613,0,0,0,0
13.555,179.823,-0.013,62.6,0,1,1.161,13.613,0,0,0,0
13.555,179.823,-0.013,62.6,0,1,1.161,13.613,0,0,0,0
13.555,179.823,-0.013,62.6,0,1,1.161,12.386,0,0,0,0
13.605,179.504,-0.057,62.6,0,1,0.872,12.386,0,0,0,0
13.605,179.504,-0.057,62.6,0,1,0.872,12.386,0,0,0,0
13.389,179.025,-0.111,57.42,0.16,1,1.338,12.386,0,0,0,0
13.389,179.025,-0.111,57.42,0.16,1,1.338,12.386,0,0,0,0
13.389,179.025,-0.111,57.42,0.16,1,1.338,12.386,0,0,0,0
12.901,178.781,-0.208,57.42,0,1,1.01,12.386,0,0,0,0
12.901,178.781,-0.208,57.42,0,1,1.01,12.386,0,0,0,0
12.901,178.781,-0.208,57.42,0,1,1.01,12.386,0,0,0,0
12.518,178.512,-0.186,57.42,0.18,1,1.023,12.386,0,0,0,0
12.518,178.512,-0.186,57.42,0.18,1,1.023,12.386,0,0,0,0
12.518,178.512,-0.186,57.42,0.18,1,1.023,18.159,0,0,0,0
12.23,178.524,-0.289,58.7,0.16,1,1.1,18.159,0,0,0,0
12.23,178.524,-0.289,58.7,0.16,1,1.1,18.159,0,0,0,0
12.23,178.524,-0.289,58.7,0.16,1,1.1,18.159,0,0,0,0
12.145,178.405,-0.138,58.7,-0.16,1,0.882,15.559,0,0,0,0
12.145,178.405,-0.138,58.7,-0.16,1,0.882,15.559,0,0,0,0
12.351,178.276,-0.08,60,-0.55,1,1.123,15.559,0,0,0,0
12.351,178.276,-0.08,60,-0.55,1,1.123,15.559,0,0,0,0
12.351,178.276,-0.08,60,-0.55,1,1.123,15.559,0,0,0,0
12.653,178.483,-0.286,60,-0.17,1,0.935,15.34,0,0,0,0
12.653,178.483,-0.286,60,-0.17,1,0.935,15.34,0,0,0,0
12.653,178.483,-0.286,60,-0.17,1,0.935,15.34,0,0,0,0
12.904,178.432,-0.122,60,-0.17,1,0.98,16.031,0,0,0,0
12.904,178.432,-0.122,60,-0.17,1,0.98,16.031,0,0,0,0
12.904,178.432,-0.122,60,-0.17,1,0.98,16.031,0,0,0,0
13.163,178.363,-0.149,60,0,1,0.939,16.031,0,0,0,0
13.163,178.363,-0.149,60,0,1,0.939,16.031,0,0,0,0
13.163,178.363,-0.149,60,0,1,0.939,16.031,0,0,0,0
12.89,178.746,-0.186,57.42,-0.56,1,1.094,15.773,0,0,0,0
12.89,178.746,-0.186,57.42,-0.56,1,1.094,15.773,0,0,0,0
12.89,178.746,-0.186,57.42,-0.56,1,1.094,15.773,0,0,0,0
12.503,178.765,-0.068,60.88,0,1,0.538,15.773,0,0,0,0
12.503,178.765,-0.068,60.88,0,1,0.538,15.773,0,0,0,0
12.503,178.765,-0.068,60.88,0,1,0.538,15.773,0,0,0,0
12.503,178.765,-0.068,60.88,0,1,0.538,15.773,0,0,0,0
12.503,178.765,-0.068,60.88,0,1,0.538,15.773,0,0,0,0
12.503,178.765,-0.068,60.88,0,1,0.538,15.773,0,0,0,0
12.405,178.466,-0.294,57.42,0.17,1,0.803,15.773,0,0,0,0
12.405,178.466,-0.294,57.42,0.17,1,0.803,15.773,0,0,0,0
12.405,178.466,-0.294,57.42,0.17,1,0.803,16.642,0,0,0,0
12.405,178.466,-0.294,57.42,0.17,1,0.803,16.642,0,0,0,0
12.405,178.466,-0.294,57.42,0.17,1,0.803,16.642,0,0,0,0
12.314,177.943,-0.315,57.42,0.17,1,0.999,16.642,0,0,0,0
12.314,177.943,-0.315,57.42,0.17,1,0.999,16.642,0,0,0,0
12.314,177.943,-0.315,57.42,0.17,1,0.999,16.642,0,0,0,0
12.533,177.715,-0.386,57.4,0.17,1,0.81,16.642,0,0,0,0
12.533,177.715,-0.386,57.4,0.17,1,0.81,18.429,0,0,0,0
12.533,177.715,-0.386,57.4,0.17,1,0.81,18.429,0,0,0,0
12.533,177.715,-0.386,57.4,0.17,1,0.81,18.429,0,0,0,0
11.186,178.147,-0.308,54.16,0.17,1,1.164,18.429,0,0,0,0
11.186,178.147,-0.308,54.16,0.17,1,1.164,18.181,0,0,0,0
11.186,178.147,-0.308,54.16,0.17,1,1.164,18.181,0,0,0,0
11.186,178.147,-0.308,54.16,0.17,1,1.164,18.181,0,0,0,0
11.186,178.147,-0.308,54.16,0.17,1,1.164,18.181,0,0,0,0
11.186,178.147,-0.308,54.16,0.17,1,1.164,18.181,0,0,0,0
12.256,177.324,-0.201,57.4,0,1,1.135,24.509,0,0,0,0
12.256,177.324,-0.201,57.4,0,1,1.135,24.509,0,0,0,0
12.256,177.324,-0.201,57.4,0,1,1.135,24.509,0,0,0,0
12.475,177.203,-0.143,57.4,0,1,0.975,22.128,0,0,0,0
12.475,177.203,-0.143,57.4,0,1,0.975,22.128,0,0,0,0
12.475,177.203,-0.143,57.4,0,1,0.975,22.128,0,0,0,0
12.475,177.203,-0.143,57.4,0,1,0.975,22.128,0,0,0,0
11.861,177.193,0.071,57.68,0.17,1,0.894,22.128,0,0,0,0
11.861,177.193,0.071,57.68,0.17,1,0.894,22.128,0,0,0,0
11.861,177.193,0.071,57.68,0.17,1,0.894,22.128,0,0,0,0
10.76,177.679,-0.119,57.7,0,1,1.028,20.699,0,0,0,0
10.76,177.679,-0.119,57.7,0,1,1.028,20.699,0,0,0,0
10.76,177.679,-0.119,57.7,0,1,1.028,20.699,0,0,0,0
10.39,178.218,-0.509,60.84,0,1,1.093,31.278,0,0,0,0
10.39,178.218,-0.509,60.84,0,1,1.093,31.278,0,0,0,0
10.39,178.218,-0.509,60.84,0,1,1.093,31.278,0,0,0,0
10.974,179.283,-1.267,57.7,0.17,1,1.269,31.278,0,0,0,0
10.974,179.283,-1.267,57.7,0.17,1,1.269,31.278,0,0,0,0
10.974,179.283,-1.267,57.7,0.17,1,1.269,31.278,0,0,0,0
10.974,179.283,-1.267,57.7,0.17,1,1.269,31.278,0,0,0,0
10.974,179.283,-1.267,57.7,0.17,1,1.269,31.278,0,0,0,0
11.891,179.819,-0.759,57.68,0,1,1.053,31.278,0,0,0,0
11.891,179.819,-0.759,57.68,0,1,1.053,31.278,0,0,0,0
11.891,179.819,-0.759,57.68,0,1,1.053,31.278,0,0,0,0
11.891,179.819,-0.759,57.68,0,1,1.053,31.278,0,0,0,0
11.891,179.819,-0.759,57.68,0,1,1.053,31.278,0,0,0,0
11.307,179.096,-0.689,57.68,0.17,1,1.065,31.278,0,0,0,0
10.268,177.91,-0.536,55.7,0,1,0.921,31.278,0,0,0,0
10.268,177.91,-0.536,55.7,0,1,0.921,31.278,0,0,0,0
10.268,177.91,-0.536,55.7,0,1,0.921,31.278,0,0,0,0
9.459,177.224,-0.377,55.7,0,1,1.1,31.278,0,0,0,0
9.459,177.224,-0.377,55.7,0,1,1.1,51.771,0,0,0,0
9.459,177.224,-0.377,55.7,0,1,1.1,51.771,0,0,0,0
9.566,176.938,-0.324,55.7,0,1,0.916,51.771,0,0,0,0
9.566,176.938,-0.324,55.7,0,1,0.916,51.771,0,0,0,0
9.566,176.938,-0.324,55.7,0,1,0.916,51.771,0,0,0,0
9.566,176.938,-0.324,55.7,0,1,0.916,51.771,0,0,0,0
10.107,177.101,-0.864,60.28,0,1,0.891,39.95,0,0,0,0
10.107,177.101,-0.864,60.28,0,1,0.891,39.95,0,0,0,0
11.038,177.55,-0.211,60.28,0,1,1.027,39.95,0,0,0,0
11.038,177.55,-0.211,60.72,0,1,1.027,38.144,0,0,0,0
11.038,177.55,-0.211,60.72,0,1,1.027,38.144,0,0,0,0
11.176,177.85,0.224,60.72,0,1,0.807,38.144,0,0,0,0
11.176,177.85,0.224,60.72,0,1,0.807,38.144,0,0,0,0
11.176,177.85,0.224,60.72,0,1,0.807,38.144,0,0,0,0
11.176,177.85,0.224,60.72,0,1,0.807,38.144,0,0,0,0
11.176,177.85,0.224,60.72,0,1,0.807,38.144,0,0,0,0
10.73,177.784,0.4,60.72,0,1,0.864,38.144,0,0,0,0
9.652,177.943,0.497,59.86,0,1,1.046,28.526,0,0,0,0
9.652,177.943,0.497,59.86,0,1,1.046,28.526,0,0,0,0
9.652,177.943,0.497,59.86,0,1,1.046,28.526,0,0,0,0
9.134,178.732,0.402,50.65,0,1,0.669,36.536,0,0,0,0
9.134,178.732,0.402,50.65,0,1,0.669,36.536,0,0,0,0
9.35,179.304,0.249,50.67,0.36,1,0.849,36.536,0,0,0,0
9.35,179.304,0.249,50.67,0.36,1,0.849,36.536,0,0,0,0
9.35,179.304,0.249,50.67,0.36,1,0.849,36.536,0,0,0,0
9.958,179.269,0.115,50.67,0,1,1.127,36.536,0,0,0,0
9.958,179.269,0.115,50.67,0,1,1.127,36.536,0,0,0,0
9.755,178.507,0.639,50.67,-0.16,1,1.063,29.369,0,0,0,0
9.755,178.507,0.639,50.67,-0.16,1,1.063,29.369,0,0,0,0
9.755,178.507,0.639,50.67,-0.16,1,1.063,29.369,0,0,0,0
9.755,178.507,0.639,50.67,-0.16,1,1.063,28.447,0,0,0,0
9.755,178.507,0.639,50.67,-0.16,1,1.063,28.447,0,0,0,0
9.755,178.507,0.639,50.67,-0.16,1,1.063,28.447,0,0,0,0
9.755,178.507,0.639,50.67,-0.16,1,1.063,28.447,0,0,0,0
8.958,178.552,0.514,57.54,-0.17,1,1.052,28.413,0,0,0,0
8.958,178.552,0.514,57.54,-0.17,1,1.052,28.413,0,0,0,0
8.958,178.552,0.514,57.54,-0.17,1,1.052,28.413,0,0,0,0
8.958,178.552,0.514,57.54,-0.17,1,1.052,28.413,0,0,0,0
8.077,178.993,0.375,50.67,0.37,1,0.991,28.413,0,0,0,0
8.077,178.993,0.375,50.67,0.37,1,0.991,28.413,0,0,0,0
8.077,178.993,0.375,50.67,0.37,1,0.991,28.413,0,0,0,0
7.662,178.695,0.478,60.28,-0.17,1,0.989,28.413,0,0,0,0
7.809,177.385,-0.115,60.28,-0.17,1,0.969,36.746,0,0,0,0
7.809,177.385,-0.115,60.28,-0.17,1,0.969,36.746,0,0,0,0
7.809,177.385,-0.115,60.28,-0.17,1,0.969,36.746,0,0,0,0
8.371,175.65,-0.807,60.28,-0.17,1,1.045,47.375,0,0,0,0
8.371,175.65,-0.807,60.28,-0.17,1,1.045,47.375,0,0,0,0
8.371,175.65,-0.807,60.28,-0.17,1,1.045,47.375,0,0,0,0
8.598,173.723,-1.131,60.28,0.41,1,1.051,47.375,0,0,0,0
8.598,173.723,-1.131,60.28,0.41,1,1.051,61.786,0,0,0,0
8.598,173.723,-1.131,60.28,0.41,1,1.051,61.786,0,0,0,0
8.598,173.723,-1.131,60.28,0.41,1,1.051,61.786,0,0,0,0
8.671,171.889,-1.702,50.67,0,1,1.019,65.335,0,0,0,0
8.671,171.889,-1.702,50.67,0,1,1.019,65.335,0,0,0,0
8.671,171.889,-1.702,50.67,0,1,1.019,65.335,0,0,0,0
8.671,171.889,-1.702,50.67,0,1,1.019,65.335,0,0,0,0
9.052,170.533,-1.781,50.67,0.19,1,1.131,70.71,0,0,0,0
9.052,170.533,-1.781,50.67,0.19,1,1.131,70.71,0,0,0,0
9.052,170.533,-1.781,50.67,0.19,1,1.131,70.71,0,0,0,0
10.446,169.108,-2.669,50.65,0,1,0.998,70.71,0,0,0,0
10.446,169.108,-2.669,50.65,0,1,0.998,90.455,0,0,0,0
10.446,169.108,-2.669,50.65,0,1,0.998,90.455,0,0,0,0
10.446,169.108,-2.669,50.65,0,1,0.998,90.455,0,0,0,0
10.446,169.108,-2.669,50.65,0,1,0.998,90.455,0,0,0,0
10.446,169.108,-2.669,50.65,0,1,0.998,90.455,0,0,0,0
10.446,169.108,-2.669,50.65,0,1,0.998,90.455,0,0,0,0
11.69,168.229,-2.234,57.56,0,1,0.975,90.455,0,0,0,0
11.69,168.229,-2.234,57.56,0,1,0.975,90.455,0,0,0,0
11.69,168.229,-2.234,57.56,0,1,0.975,90.455,0,0,0,0
11.69,168.229,-2.234,57.56,0,1,0.975,90.455,0,0,0,0
14.11,168.25,-5.972,50.67,0.55,1,0.866,90.455,0,0,0,0
14.11,168.25,-5.972,50.67,0.55,1,0.866,90.455,0,0,0,0
14.11,168.25,-5.972,50.67,0.55,1,0.866,90.455,0,0,0,0
14.11,168.25,-5.972,50.67,0.55,1,0.866,90.455,0,0,0,0
14.087,168.418,-3.146,54.14,-0.17,1,0.996,90.455,0,0,0,0
14.087,168.418,-3.146,54.14,-0.17,1,0.996,90.455,0,0,0,0
13.7,168.667,-4.291,54.14,0,1,0.987,90.455,0,0,0,0
13.7,168.667,-4.291,54.14,0,1,0.987,90.455,0,0,0,0
13.7,168.667,-4.291,54.14,0,1,0.987,90.455,0,0,0,0
13.509,168.957,-3.726,60.7,0.36,1,1.059,96.216,0,0,0,0
13.509,168.957,-3.726,60.7,0.36,1,1.059,96.216,0,0,0,0
13.896,169.076,-4.105,60.7,0.36,1,0.887,96.216,0,0,0,0
13.896,169.076,-4.105,60.7,-0.34,1,0.887,96.216,0,0,0,0
13.896,169.076,-4.105,60.7,-0.34,1,0.887,96.216,0,0,0,0
14.092,168.964,-4.143,57.4,-0.33,1,0.911,96.216,0,0,0,0
14.092,168.964,-4.143,57.4,-0.33,1,0.911,96.216,0,0,0,0
14.092,168.964,-4.143,57.4,-0.33,1,0.911,96.216,0,0,0,0
14.622,168.388,-4.636,57.4,-0.33,1,0.929,107.461,0,0,0,0
14.622,168.388,-4.636,57.4,-0.33,1,0.929,107.461,0,0,0,0
14.622,168.388,-4.636,57.4,-0.33,1,0.929,107.461,0,0,0,0
15.233,168.199,-3.807,57.28,0.36,1,0.797,114.405,0,0,0,0
15.233,168.199,-3.807,57.28,0.36,1,0.797,114.405,0,0,0,0
15.233,168.199,-3.807,57.28,0.36,1,0.797,114.405,0,0,0,0
15.246,169.38,-3.228,57.4,0,1,0.894,114.405,0,0,0,0
15.246,169.38,-3.228,57.4,0,1,0.894,114.405,0,0,0,0
15.246,169.38,-3.228,57.4,0,1,0.894,114.405,0,0,0,0
16.752,171.424,-2.431,60.86,0.17,1,0.926,124.638,0,0,0,0
16.752,171.424,-2.431,60.86,0.17,1,0.926,126.934,0,0,0,0
16.752,171.424,-2.431,60.86,0.17,1,0.926,126.934,0,0,0,0
16.953,173.736,-3.263,60.86,0.17,1,0.856,132.143,0,0,0,0
16.953,173.736,-3.263,60.86,0.17,1,0.856,132.143,0,0,0,0
17.029,176.076,-2.699,55.89,0,1,0.925,132.143,0,0,0,0
17.029,176.076,-2.699,55.89,0,1,0.925,132.143,0,0,0,0
17.029,176.076,-2.699,55.89,0,1,0.925,132.143,0,0,0,0
16.931,178.313,-2.308,55.89,0,1,1.007,132.799,0,0,0,0
16.931,178.313,-2.308,55.89,0,1,1.007,132.799,0,0,0,0
16.931,178.313,-2.308,55.89,0,1,1.007,132.799,0,0,0,0
16.737,179.747,-2.359,55.89,0,1,0.934,120.285,0,0,0,0
16.737,179.747,-2.359,55.89,0,1,0.934,120.285,0,0,0,0
16.737,179.747,-2.359,55.89,0,1,0.934,120.285,0,0,0,0
16.243,-179.992,-2.222,50.65,0.17,1,1.151,107.355,0,0,0,0
16.243,-179.992,-2.222,50.65,0.17,1,1.151,107.355,0,0,0,0
16.243,-179.992,-2.222,50.65,0.17,1,1.151,107.355,0,0,0,0
15.495,-179.77,-2.375,50.65,0.17,1,0.991,96.323,0,0,0,0
15.495,-179.77,-2.375,50.65,0.17,1,0.991,96.323,0,0,0,0
15.495,-179.77,-2.375,50.65,0.17,1,0.991,96.323,0,0,0,0
15.495,-179.77,-2.375,50.65,0.17,1,0.991,96.323,0,0,0,0
15.495,-179.77,-2.375,50.65,0.17,1,0.991,96.323,0,0,0,0
14.304,-179.162,-2.845,50.65,-0.38,1,0.931,96.323,0,0,0,0
13.689,-178.342,-2.334,57.54,0,1,1.165,95.515,0,0,0,0
13.689,-178.342,-2.334,57.54,0,1,1.165,95.515,0,0,0,0
14.124,-177.997,-2.681,57.7,0.18,1,1.038,92.499,0,0,0,0
14.124,-177.997,-2.681,57.7,0.18,1,1.038,92.499,0,0,0,0
14.124,-177.997,-2.681,57.7,0.18,1,1.038,92.499,0,0,0,0
14.728,-178.005,-1.987,59,0,1,1.015,92.499,0,0,0,0
14.728,-178.005,-1.987,59,0,1,1.015,92.499,0,0,0,0
14.728,-178.005,-1.987,59,0,1,1.015,92.499,0,0,0,0
14.234,-177.546,-2.127,57.7,-0.37,1,0.781,75.194,0,0,0,0
14.234,-177.546,-2.127,57.7,-0.37,1,0.781,75.194,0,0,0,0
13.659,-177.028,-1.413,57.68,-0.17,1,1.008,75.194,0,0,0,0
13.659,-177.028,-1.413,57.68,-0.17,1,1.008,75.194,0,0,0,0
13.659,-177.028,-1.413,57.68,-0.17,1,1.008,75.194,0,0,0,0
13.408,-176.691,-1.563,57.68,-0.17,1,0.889,75.194,0,0,0,0
13.408,-176.691,-1.563,57.68,-0.17,1,0.889,75.194,0,0,0,0
13.408,-176.691,-1.563,57.68,-0.17,1,0.889,75.194,0,0,0,0
13.869,-176.427,-1.501,57.68,-0.37,0,0.871,67.169,1,0,0,0
13.869,-176.427,-1.501,57.68,-0.37,0,0.871,67.169,1,0,0,0
13.905,-175.689,-1.771,57.68,-0.37,0,0.906,67.169,1,0,0,0
13.905,-175.689,-1.771,57.7,0.16,0,0.906,67.169,1,0,0,0
13.905,-175.689,-1.771,57.7,0.16,0,0.906,67.169,1,0,0,0
13.905,-175.689,-1.771,57.7,0.16,0,0.906,58.587,1,0,0,0
13.682,-175.252,-0.938,57.7,0.34,0,0.95,51.199,1,0,0,0
13.682,-175.252,-0.938,57.7,0.34,0,0.95,51.199,1,0,0,0
12.664,-175.005,-1.021,57.7,0.17,0,0.946,51.199,1,0,0,0
12.664,-175.005,-1.021,57.7,0.17,0,0.946,51.199,1,0,0,0
12.664,-175.005,-1.021,57.7,0.17,0,0.946,51.199,1,0,0,0
11.193,-175.257,-0.855,57.7,0.17,0,0.98,59.874,1,0,0,0
11.193,-175.257,-0.855,57.7,0.17,0,0.98,59.874,1,0,0,0
11.193,-175.257,-0.855,57.7,0.17,0,0.98,59.874,1,0,0,0
10.008,-175.402,-1.205,57.7,0,0,1.005,59.874,1,0,0,0
10.008,-175.402,-1.205,57.7,0,0,1.005,59.874,1,0,0,0
10.008,-175.402,-1.205,57.7,0,0,1.005,59.874,1,0,0,0
10.878,-174.621,-1.012,350,0,0,0.967,59.874,1,0,0,0
10.878,-174.621,-1.012,350,0,0,0.967,53.226,1,0,0,0
10.878,-174.621,-1.012,350,0,0,0.967,53.226,1,0,0,0
10.878,-174.621,-1.012,350,0,0,0.967,53.226,1,0,0,0
10.878,-174.621,-1.012,350,0,0,0.967,53.226,1,0,0,0
11.598,-173.882,-1.196,92.61,0.17,0,0.94,53.226,1,0,0,0
11.507,-173.332,-1.005,92.61,-0.17,0,0.946,53.226,1,0,0,0
11.507,-173.332,-1.005,92.61,-0.17,0,0.946,53.226,1,0,0,0
10.982,-172.971,-0.677,92.61,-0.17,0,0.99,50.229,1,0,0,0
10.982,-172.971,-0.677,92.61,-0.17,0,0.99,50.229,1,0,0,0
10.982,-172.971,-0.677,92.61,-0.17,0,0.99,50.229,1,0,0,0
10.375,-172.227,-0.798,92.61,0.37,0,1.026,50.229,1,0,0,0
10.375,-172.227,-0.798,92.61,0.37,0,1.026,50.229,1,0,0,0
10.375,-172.227,-0.798,92.61,0.37,0,1.026,50.229,1,0,0,0
10.375,-172.227,-0.798,92.61,0.37,0,1.026,49.556,1,0,0,0
10.375,-172.227,-0.798,92.61,0.37,0,1.026,49.556,1,0,0,0
10.635,-171.636,-0.69,92.61,0.37,0,0.999,49.556,1,0,0,0
11.525,-171.335,-0.719,92.61,-0.16,0,1.105,49.556,1,0,0,0
11.525,-171.335,-0.719,92.61,-0.16,0,1.105,49.556,1,0,0,0
11.525,-171.335,-0.719,92.61,0,0,1.105,49.556,1,0,0,0
12.608,-171.122,-0.5,60.74,-0.17,1,0.95,49.556,0,0,0,0
12.608,-171.122,-0.5,60.74,-0.17,1,0.95,49.556,0,0,0,0
13.27,-170.79,-0.617,60.74,0,1,0.902,49.556,0,0,0,0
13.27,-170.79,-0.617,60.74,0,1,0.902,42.8,0,0,0,0
13.27,-170.79,-0.617,60.74,0,1,0.902,42.8,0,0,0,0
12.364,-170.667,-0.109,60.74,0,1,0.877,38.188,0,0,0,0
12.364,-170.667,-0.109,60.74,0,1,0.877,38.188,0,0,0,0
12.364,-170.667,-0.109,60.74,0,1,0.877,38.188,0,0,0,0
10.881,-170.494,-0.047,60.74,0,1,1.034,38.798,0,0,0,0
10.881,-170.494,-0.047,60.74,0,1,1.034,38.798,0,0,0,0
10.881,-170.494,-0.047,60.74,0,1,1.034,38.798,0,0,0,0
10.881,-170.494,-0.047,60.74,0,1,1.034,38.798,0,0,0,0
10.881,-170.494,-0.047,60.74,0,1,1.034,38.798,0,0,0,0
9.918,-170.456,-0.191,60.74,0,1,0.879,38.798,0,0,0,0
10.251,-171.095,-0.399,52.75,0.17,1,0.947,36.643,0,0,0,0
10.251,-171.095,-0.399,52.75,0.17,1,0.947,36.643,0,0,0,0
10.251,-171.095,-0.399,52.75,0.17,1,0.947,36.643,0,0,0,0
10.251,-171.095,-0.399,52.75,0.17,1,0.947,36.643,0,0,0,0
10.251,-171.095,-0.399,52.75,0.17,1,0.947,36.643,0,0,0,0
